t,src,I,Tr
1997.1199999999844,2973864.2566091795,77489.5731312738,30157.241746164415
1997.1599999999844,3013466.7755110813,78731.80642613143,31007.193115684182
1997.1999999999844,3053595.821490101,79994.08908389023,31870.76898687035
1997.2399999999843,3094258.38053056,81276.74684934744,32748.189239417585
1997.2799999999843,3135461.531064595,82580.11079424765,33639.67732516937
1997.3199999999842,3177212.445191427,83904.51740495255,34545.46032652947
1997.3599999999842,3219518.3899126337,85250.30867156271,35465.76901583474
1997.3999999999842,3262386.7283836454,86617.83217851545,36400.837915705
1997.4399999999841,3305824.9211816685,88007.44119668339,37350.905360386365
1997.479999999984,3349840.527590256,89419.49477699875,38316.2135581043
1997.519999999984,3394441.206900739,90854.35784562882,39297.00865444327
1997.559999999984,3439634.7197307404,92312.40130072836,40293.540796769936
1997.599999999984,3485428.9293599944,93794.0021107954,41306.06419971712
1997.639999999984,3531831.803083696,95299.54341465699,42334.837211746264
1997.679999999984,3578851.413583611,96829.4146231123,43380.12238280611
1997.7199999999839,3626495.9403171763,98384.01152226036,44442.186533105865
1997.7599999999838,3674773.6709248265,99963.73637854097,45521.300823021265
1997.7999999999838,3723693.002655784,101568.99804551697,46617.74082415239
1997.8399999999838,3773262.4438125542,103200.2120724272,47731.78659155219
1997.8799999999837,3823490.6152143665,104857.80081453951,48863.72273714533
1997.9199999999837,3874386.251679813,106542.19354533395,50013.83850435686
1997.9599999999837,3925958.2035289323,108253.82657054662,51182.427843971025
1997.9999999999836,3978215.4381049904,109993.14334410528,52369.78949124034
1998.0399999999836,4031167.0413162187,111760.59458598828,53576.22704426595
1998.0799999999836,4084822.2191977673,113556.63840203888,54802.04904367013
1998.1199999999835,4139190.299494138,115381.74040576768,56047.56905358249
1998.1599999999835,4194280.7332623615,117236.37384217621,57313.10574396168
1998.1999999999834,4250103.096496192,119121.0197136356,58598.98297427465
1998.2399999999834,4306667.091771592,121036.16690785452,59905.52987855616
1998.2799999999834,4363982.549913784,122982.31232797136,61233.08095187126
1998.3199999999833,4422059.431686145,124959.96102480598,62581.97613820423
1998.3599999999833,4480907.829501248,126969.62633130737,63952.56091979742
1998.3999999999833,4540537.969154306,129011.82999923363,65345.186407964335
1998.4399999999832,4600960.211579339,131087.1023381017,66760.2094354012
1998.4799999999832,4662185.05462835,133195.98235644473,68197.99265002197
1998.5199999999832,4724223.134873803,135339.0179054158,69658.90461034224
1998.5599999999831,4787085.2294347165,137516.76582477672,71143.3198824375
1998.599999999983,4850782.257826673,139729.79209131259,72651.61913850204
1998.639999999983,4915325.283836058,141978.6719697117,74184.18925703515
